Time,TimeStamp, AccX, AccY, AccZ, GyrX, GyrY, GyrZ, MagX, MagY, MagZ, Roll, Pitch, Yaw, Qw, Qx, Qy, Qz
16-40-48.997,3495, 0.018, 0.016, 0.998, 0.00, 0.03, 0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.003,3500, 0.015, 0.016, 0.999, 0.06, 0.09, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.007,3505, 0.017, 0.016, 1.000, 0.00, 0.27, -0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.013,3510, 0.011, 0.013, 0.995, 0.00, 0.15, -0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.017,3515, 0.013, 0.011, 0.999, 0.00, -0.09, 0.15, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.023,3520, 0.016, 0.019, 0.998, -0.13, -0.15, 0.15, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.029,3525, 0.015, 0.018, 0.997, -0.13, -0.15, 0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.033,3530, 0.019, 0.010, 0.999, -0.07, 0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.037,3535, 0.014, 0.016, 0.999, 0.06, -0.03, 0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.043,3540, 0.017, 0.018, 1.003, -0.07, -0.09, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.047,3545, 0.016, 0.011, 0.996, 0.00, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.053,3550, 0.019, 0.012, 0.998, 0.00, -0.09, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.057,3555, 0.013, 0.016, 0.996, -0.07, -0.28, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.063,3560, 0.013, 0.012, 1.001, 0.06, -0.09, 0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.069,3565, 0.019, 0.013, 0.996, 0.00, -0.03, 0.15, -37.017, 3.767, -34.225, 0.88, -0.87, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.073,3570, 0.014, 0.015, 0.998, -0.07, 0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.079,3575, 0.014, 0.018, 0.998, 0.00, 0.09, -0.21, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.083,3580, 0.018, 0.018, 0.998, 0.06, -0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.089,3585, 0.016, 0.014, 0.998, -0.13, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.093,3590, 0.015, 0.018, 0.998, 0.00, 0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.099,3595, 0.015, 0.018, 0.999, 0.06, 0.15, 0.15, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.103,3600, 0.012, 0.017, 0.993, 0.00, 0.15, 0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.108,3605, 0.013, 0.012, 0.996, 0.00, 0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.112,3610, 0.016, 0.013, 0.994, 0.12, -0.15, -0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.118,3615, 0.011, 0.019, 1.001, 0.00, -0.09, -0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.122,3620, 0.016, 0.019, 0.996, -0.07, -0.15, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.128,3625, 0.018, 0.018, 0.998, -0.07, -0.28, 0.15, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.132,3630, 0.015, 0.011, 0.998, 0.00, 0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.138,3635, 0.014, 0.014, 1.001, 0.06, 0.03, -0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.142,3640, 0.016, 0.014, 0.992, 0.00, 0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.148,3645, 0.015, 0.016, 1.001, 0.00, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.152,3650, 0.012, 0.017, 0.998, 0.06, -0.22, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.158,3655, 0.015, 0.018, 0.999, 0.06, -0.22, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.162,3660, 0.012, 0.018, 0.996, 0.12, -0.09, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.168,3665, 0.013, 0.016, 0.994, 0.12, -0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.172,3670, 0.012, 0.015, 0.998, 0.06, 0.03, -0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.178,3675, 0.016, 0.015, 0.997, 0.06, 0.03, -0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.182,3680, 0.016, 0.015, 0.999, 0.00, -0.03, -0.15, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.188,3685, 0.015, 0.017, 1.002, 0.00, -0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.192,3690, 0.013, 0.016, 1.001, 0.12, -0.15, 0.15, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.198,3695, 0.015, 0.012, 1.002, 0.06, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.202,3700, 0.017, 0.014, 0.998, 0.00, -0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.208,3705, 0.017, 0.019, 0.998, 0.00, -0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.212,3710, 0.015, 0.014, 0.998, -0.13, -0.09, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.218,3715, 0.017, 0.018, 0.995, -0.07, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.222,3720, 0.013, 0.017, 1.002, 0.06, -0.15, -0.15, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.228,3725, 0.009, 0.018, 1.000, 0.12, -0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.234,3730, 0.015, 0.016, 0.995, 0.00, -0.03, 0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.238,3735, 0.013, 0.015, 0.998, -0.07, -0.03, 0.15, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.242,3740, 0.015, 0.014, 0.994, -0.07, 0.03, 0.28, -37.017, 3.767, -34.225, 0.88, -0.88, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.248,3745, 0.010, 0.012, 1.001, 0.12, 0.09, 0.15, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.252,3750, 0.016, 0.018, 0.996, 0.12, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.258,3755, 0.019, 0.012, 0.999, 0.00, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.262,3760, 0.016, 0.020, 0.992, 0.00, -0.09, 0.21, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.268,3765, 0.010, 0.017, 1.002, -0.07, -0.03, 0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.272,3770, 0.012, 0.015, 0.998, 0.00, -0.03, 0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.278,3775, 0.015, 0.015, 0.999, 0.06, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.282,3780, 0.014, 0.016, 0.999, 0.18, 0.09, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.288,3785, 0.016, 0.011, 0.995, 0.00, 0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.292,3790, 0.010, 0.015, 0.996, 0.00, 0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.298,3795, 0.017, 0.012, 0.994, 0.06, -0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.304,3800, 0.010, 0.016, 1.002, 0.06, 0.09, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.308,3805, 0.013, 0.013, 0.992, 0.06, -0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.312,3810, 0.014, 0.018, 0.998, 0.00, -0.15, 0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.318,3815, 0.011, 0.019, 1.003, 0.00, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.324,3820, 0.015, 0.018, 1.000, 0.00, 0.03, -0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.328,3825, 0.017, 0.012, 0.996, 0.06, -0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.332,3830, 0.015, 0.016, 1.000, 0.00, -0.15, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.338,3835, 0.014, 0.014, 1.002, 0.06, 0.09, 0.15, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.344,3840, 0.015, 0.013, 0.996, 0.18, 0.15, 0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.348,3845, 0.013, 0.012, 0.995, 0.12, 0.15, -0.21, -37.017, 3.767, -34.225, 0.89, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.354,3850, 0.019, 0.013, 0.999, 0.00, 0.09, -0.21, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.358,3855, 0.011, 0.013, 0.997, -0.07, 0.09, -0.09, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.364,3860, 0.017, 0.015, 1.000, -0.07, 0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.368,3865, 0.014, 0.016, 0.995, 0.00, 0.21, -0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.374,3870, 0.017, 0.015, 0.999, -0.07, 0.33, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.378,3875, 0.019, 0.012, 0.994, -0.07, 0.21, 0.03, -37.017, 3.767, -34.225, 0.88, -0.88, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.384,3880, 0.016, 0.010, 0.999, -0.07, 0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.388,3885, 0.018, 0.015, 1.001, 0.06, 0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.394,3890, 0.010, 0.014, 0.996, 0.00, 0.15, -0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.398,3895, 0.022, 0.022, 0.998, 0.00, 0.21, -0.09, -37.017, 3.767, -34.225, 0.88, -0.87, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.404,3900, 0.011, 0.014, 0.997, 0.00, 0.09, -0.15, -37.017, 3.767, -34.225, 0.88, -0.87, 0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.407,3905, 0.015, 0.018, 0.997, -0.07, 0.03, -0.58, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.413,3910, 0.014, 0.016, 0.999, -0.13, 0.15, -0.64, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.417,3915, 0.015, 0.015, 0.994, -0.07, 0.09, -0.52, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.423,3920, 0.014, 0.016, 0.995, 0.00, 0.09, -0.27, -37.017, 3.767, -34.225, 0.88, -0.87, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.427,3925, 0.014, 0.014, 0.997, 0.00, 0.33, -0.21, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.433,3930, 0.017, 0.010, 0.996, 0.00, 0.21, -0.21, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.437,3935, 0.013, 0.019, 0.995, -0.07, 0.03, -0.27, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.443,3940, 0.011, 0.014, 0.998, -0.07, 0.03, -0.21, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.447,3945, 0.012, 0.012, 0.999, -0.07, -0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.453,3950, 0.014, 0.012, 1.000, 0.00, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.457,3955, 0.015, 0.020, 0.999, 0.06, 0.21, -0.09, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.463,3960, 0.016, 0.013, 0.998, 0.12, 0.21, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.467,3965, 0.015, 0.015, 0.998, 0.00, -0.03, 0.09, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.473,3970, 0.016, 0.018, 0.999, 0.00, -0.22, 0.09, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.477,3975, 0.017, 0.018, 0.994, 0.06, -0.22, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.483,3980, 0.012, 0.016, 0.996, -0.07, -0.28, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.487,3985, 0.018, 0.017, 0.995, -0.13, -0.28, 0.09, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.493,3990, 0.020, 0.015, 0.999, 0.00, -0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.497,3995, 0.017, 0.013, 0.997, 0.00, 0.21, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.503,4000, 0.011, 0.014, 0.995, -0.13, 0.39, -0.09, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.507,4005, 0.014, 0.018, 1.003, -0.13, 0.15, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.513,4010, 0.013, 0.016, 0.999, 0.00, 0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.517,4015, 0.016, 0.014, 0.996, -0.13, 0.03, -0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.523,4020, 0.015, 0.018, 0.999, -0.07, 0.27, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.527,4025, 0.015, 0.016, 0.992, 0.00, 0.21, -0.03, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.533,4030, 0.016, 0.014, 0.998, 0.00, -0.03, -0.09, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.537,4035, 0.014, 0.013, 1.003, -0.13, 0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.543,4040, 0.015, 0.015, 0.995, -0.13, -0.09, 0.09, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.547,4045, 0.014, 0.013, 0.999, -0.13, -0.09, 0.09, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.553,4050, 0.019, 0.015, 0.996, -0.13, 0.03, 0.03, -37.017, 3.767, -34.225, 0.88, -0.87, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.557,4055, 0.014, 0.015, 1.003, -0.07, 0.15, 0.03, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.563,4060, 0.012, 0.013, 0.994, 0.06, 0.27, 0.09, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.567,4065, 0.013, 0.011, 1.000, 0.00, 0.15, -0.03, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.573,4070, 0.015, 0.016, 0.995, -0.13, 0.09, -0.03, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.577,4075, 0.012, 0.014, 0.998, -0.13, 0.09, -0.09, -37.017, 3.767, -34.225, 0.87, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.584,4080, 0.012, 0.011, 0.992, 0.00, 0.03, -0.03, -37.017, 3.767, -34.225, 0.87, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.588,4085, 0.016, 0.011, 1.002, 0.06, 0.03, -0.09, -37.017, 3.767, -34.225, 0.87, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.592,4090, 0.010, 0.013, 0.995, 0.12, -0.03, -0.03, -37.017, 3.767, -34.225, 0.87, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.598,4095, 0.011, 0.015, 0.998, 0.12, -0.03, 0.09, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.602,4100, 0.013, 0.015, 0.997, 0.00, -0.03, 0.09, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.608,4105, 0.016, 0.016, 1.000, -0.07, 0.09, 0.09, -37.017, 3.767, -34.225, 0.88, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.612,4110, 0.015, 0.014, 1.001, -0.07, -0.15, 0.15, -37.017, 3.767, -34.225, 0.87, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.618,4115, 0.016, 0.014, 0.996, -0.07, -0.22, 0.15, -37.017, 3.767, -34.225, 0.87, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.624,4120, 0.015, 0.016, 0.997, 0.06, -0.15, 0.15, -37.017, 3.767, -34.225, 0.87, -0.86, -0.01, 1.000, 0.008, -0.008, 0.000
16-40-49.628,4125, 0.015, 0.012, 1.000, 0.00, -0.09, 0.40, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.634,4130, 0.018, 0.015, 0.996, 0.06, -0.09, 0.28, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.638,4135, 0.010, 0.015, 0.999, 0.06, 0.15, 0.09, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.644,4140, 0.014, 0.012, 0.995, 0.00, 0.15, 0.21, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.648,4145, 0.019, 0.014, 0.999, 0.00, 0.03, 0.15, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.654,4150, 0.016, 0.018, 0.995, 0.00, 0.09, 0.03, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.658,4155, 0.017, 0.014, 0.998, -0.07, 0.21, 0.03, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.008, 0.000
16-40-49.664,4160, 0.011, 0.014, 1.002, -0.13, 0.33, -0.03, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.668,4165, 0.014, 0.019, 0.996, -0.13, 0.21, 0.03, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.674,4170, 0.018, 0.016, 1.000, -0.13, 0.15, 0.03, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.678,4175, 0.011, 0.016, 0.996, -0.19, 0.21, -0.03, -37.017, 3.767, -34.225, 0.87, -0.86, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.684,4180, 0.020, 0.015, 0.998, -0.13, 0.27, -0.03, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.688,4185, 0.014, 0.012, 0.994, -0.07, 0.21, -0.03, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.694,4190, 0.014, 0.016, 0.992, 0.00, 0.09, 0.03, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.698,4195, 0.017, 0.016, 0.998, -0.07, 0.15, -0.09, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.703,4200, 0.011, 0.019, 0.996, 0.00, 0.09, -0.09, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.707,4205, 0.020, 0.010, 0.997, -0.07, 0.09, 0.03, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.713,4210, 0.018, 0.015, 0.992, -0.07, 0.15, 0.03, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.717,4215, 0.013, 0.012, 0.999, -0.19, -0.03, -0.03, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
16-40-49.723,4220, 0.015, 0.012, 1.000, -0.25, -0.09, 0.09, -37.017, 3.767, -34.225, 0.87, -0.85, 0.00, 1.000, 0.008, -0.007, 0.000
