Time,ID,AccX(G), AccY, AccZ,GyrX(dps), GyrY, GyrZ,MagX(uT), MagY, MagZ,Roll(deg), Pitch, Yaw,Pressure
13-55-43.450,1,0.045,-0.007,1.01,0,0.1,-0.1,18.3,-27.1,-26.8,-0.5,-2.75,0,0
13-55-43.455,1,0.049,-0.007,1.014,0,0,0,18.3,-27.1,-26.8,-0.5,-2.75,0,0
13-55-43.460,1,0.045,-0.007,1.013,0,-0.1,0,18.3,-26.9,-27.2,-0.5,-2.75,0,0
13-55-43.465,1,0.045,-0.007,1.01,0,-0.1,0,18.3,-26.9,-27.2,-0.5,-2.75,0,0
13-55-43.470,1,0.045,-0.007,1.002,0,-0.1,0,18.3,-27.2,-26.5,-0.5,-2.75,0,0
13-55-43.475,1,0.049,-0.007,1.006,0.1,-0.1,0,18.3,-27.2,-26.5,-0.5,-2.75,0,0
13-55-43.480,1,0.049,-0.011,1.017,0,0,0,18.5,-26.9,-26.9,-0.5,-2.75,0,0
13-55-43.485,1,0.045,-0.003,1.013,0,0,0,18.5,-26.9,-26.9,-0.5,-2.75,0,0
13-55-43.490,1,0.049,-0.007,1.01,0,-0.1,0,18.2,-27.1,-26.8,-0.5,-2.75,0,0
13-55-43.494,1,0.049,-0.011,1.014,0,0,0,18.2,-27.1,-26.8,-0.5,-2.75,0,0
13-55-43.500,1,0.049,-0.007,1.006,-0.1,0.2,0,18.3,-26.7,-26.9,-0.5,-2.75,0,0
13-55-43.504,1,0.049,-0.011,1.01,-0.1,0.2,0,18.3,-26.7,-26.9,-0.5,-2.74,0,0
13-55-43.509,1,0.045,-0.007,1.013,0,0,0,18.2,-26.9,-27.3,-0.5,-2.74,0,0
13-55-43.515,1,0.045,-0.011,1.006,0,0.1,0,18.2,-26.9,-27.3,-0.5,-2.74,0,0
13-55-43.519,1,0.048,-0.011,1.002,0,0.1,0,18.4,-27.1,-26.9,-0.5,-2.74,0,0
13-55-43.524,1,0.049,-0.011,1.01,0,0,0,18.4,-27.1,-26.9,-0.5,-2.74,0,0
13-55-43.530,1,0.049,-0.007,1.014,0,0,0,18.3,-27.2,-26.8,-0.5,-2.74,0,0
13-55-43.534,1,0.049,-0.011,1.01,0,0.1,0,18.3,-27.2,-26.8,-0.5,-2.74,0,0
13-55-43.540,1,0.045,-0.011,1.01,0,0,0,18.5,-27.1,-26.7,-0.5,-2.74,0,0
13-55-43.544,1,0.049,-0.007,1.006,0.1,0,0,18.5,-27.1,-26.7,-0.5,-2.74,0,0
13-55-43.549,1,0.049,-0.011,1.014,0,-0.1,0,18.4,-27.1,-27.1,-0.5,-2.74,0,0
13-55-43.554,1,0.049,-0.007,1.01,0,0,0,18.4,-27.1,-27.1,-0.5,-2.74,0,0
13-55-43.559,1,0.052,-0.011,1.006,0,0,0,18.4,-27.2,-27.3,-0.5,-2.74,0,0
13-55-43.564,1,0.053,-0.011,1.01,0,0,0,18.4,-27.2,-27.3,-0.5,-2.74,0,0
13-55-43.570,1,0.053,-0.011,1.01,0,0,0,18.1,-26.9,-27.2,-0.5,-2.74,0,0
13-55-43.574,1,0.049,-0.007,1.014,0,0.1,0,18.1,-26.9,-27.2,-0.5,-2.75,0,0
13-55-43.579,1,0.049,-0.011,1.014,-0.1,0.1,0.1,17.9,-27,-27.4,-0.5,-2.75,0,0
13-55-43.584,1,0.049,-0.011,1.014,-0.1,0,0.1,17.9,-27,-27.4,-0.5,-2.75,0,0
13-55-43.590,1,0.053,0,1.01,0,0.1,0.1,18.5,-27.1,-26.8,-0.5,-2.75,0,0
13-55-43.594,1,0.045,-0.007,1.01,0,0.3,0,18.5,-27.1,-26.8,-0.5,-2.75,0,0
13-55-43.601,1,0.049,-0.007,1.014,0,0.2,0,18.1,-26.6,-27,-0.5,-2.74,0,0
13-55-43.604,1,0.049,-0.003,1.01,0,0.1,0,18.1,-26.6,-27,-0.5,-2.74,0,0
13-55-43.610,1,0.049,-0.007,1.006,0,0,0.1,18.6,-26.8,-26.7,-0.5,-2.74,0,0
13-55-43.615,1,0.049,-0.007,1.006,0,0,0.1,18.6,-26.8,-26.7,-0.5,-2.74,0,0
13-55-43.619,1,0.045,-0.007,1.01,0,-0.1,0,18.6,-26.4,-26.8,-0.5,-2.74,0,0
13-55-43.625,1,0.041,-0.007,1.006,-0.1,-0.1,-0.1,18.6,-26.4,-26.8,-0.49,-2.75,0,0
13-55-43.630,1,0.045,-0.007,1.006,0,0,0,18.4,-26.7,-26.8,-0.49,-2.74,0,0
13-55-43.636,1,0.041,-0.007,1.01,0,0,0,18.4,-26.7,-26.8,-0.49,-2.74,0,0
13-55-43.639,1,0.045,-0.011,1.01,0,0,0,18.2,-27.4,-26.9,-0.49,-2.74,0,0
13-55-43.645,1,0.045,-0.011,1.013,0,0,0.1,18.2,-27.4,-26.9,-0.49,-2.74,0,0
13-55-43.649,1,0.045,-0.011,1.01,0,-0.1,0.1,18.7,-27,-26.4,-0.49,-2.74,0,0
13-55-43.654,1,0.041,-0.011,1.013,0,-0.2,0.1,18.7,-27,-26.4,-0.49,-2.74,0,0
13-55-43.659,1,0.052,-0.011,1.006,0,-0.1,0.1,18.9,-27,-26.5,-0.49,-2.74,0,0
13-55-43.666,1,0.052,-0.015,1.002,-0.1,-0.1,0,18.9,-27,-26.5,-0.5,-2.74,0,0
13-55-43.669,1,0.053,-0.007,1.01,0,0,0.1,18.4,-27.2,-26.4,-0.5,-2.74,0,0
13-55-43.677,1,0.053,-0.007,1.01,0,-0.1,0.2,18.4,-27.2,-26.4,-0.5,-2.74,0,0
13-55-43.680,1,0.049,-0.007,1.01,0,0,0.1,18.9,-27.1,-26.2,-0.5,-2.74,0,0
13-55-43.685,1,0.056,-0.007,1.006,0,0,0.1,18.9,-27.1,-26.2,-0.5,-2.74,0,0
13-55-43.689,1,0.053,-0.011,1.01,0,0,0,18.3,-27.3,-27,-0.5,-2.74,0,0
13-55-43.695,1,0.053,-0.011,1.01,0.1,-0.1,0,18.3,-27.3,-27,-0.5,-2.75,0,0
13-55-43.700,1,0.049,-0.007,1.014,0.1,-0.1,0,18.3,-26.9,-26.8,-0.5,-2.75,0,0
13-55-43.704,1,0.045,-0.007,1.01,0,0,0,18.3,-26.9,-26.8,-0.5,-2.75,0,0
13-55-43.710,1,0.053,-0.007,1.01,0,0,0,18.2,-27.1,-26.7,-0.5,-2.75,0,0
13-55-43.716,1,0.045,-0.007,1.013,0,0,0,18.2,-27.1,-26.7,-0.5,-2.75,0,0
13-55-43.720,1,0.045,-0.003,1.013,0,0,0,18.3,-26.9,-26.7,-0.5,-2.75,0,0
13-55-43.724,1,0.049,-0.007,1.014,-0.1,0,0,18.3,-26.9,-26.7,-0.5,-2.75,0,0
13-55-43.731,1,0.045,-0.007,1.013,0,0.1,0,18.1,-26.8,-26.5,-0.5,-2.75,0,0
13-55-43.734,1,0.045,-0.011,1.01,0,0.2,0,18.1,-26.8,-26.5,-0.5,-2.75,0,0
13-55-43.740,1,0.045,-0.007,1.013,0,0,0,18.2,-26.8,-26.7,-0.5,-2.75,0,0
13-55-43.745,1,0.049,-0.007,1.014,0,0,0,18.2,-26.8,-26.7,-0.5,-2.75,0,0
13-55-43.750,1,0.041,-0.011,1.013,0,0,0,18.5,-26.8,-26.6,-0.5,-2.75,0,0
13-55-43.755,1,0.045,-0.007,1.002,0.2,-0.2,0,18.5,-26.8,-26.6,-0.5,-2.75,0,0
13-55-43.761,1,0.052,-0.011,1.006,0.1,-0.1,0,18.7,-27.3,-26.8,-0.5,-2.75,0,0
13-55-43.765,1,0.049,-0.011,1.01,0,0,0,18.7,-27.3,-26.8,-0.5,-2.74,0,0
13-55-43.771,1,0.049,-0.007,1.014,0,0.1,0,18.6,-27.2,-27.1,-0.5,-2.74,0,0
13-55-43.775,1,0.053,-0.011,1.01,0,0,0.1,18.6,-27.2,-27.1,-0.5,-2.75,0,0
13-55-43.780,1,0.052,-0.015,1.01,0,0,0,18.6,-26.9,-26.8,-0.5,-2.75,0,0
13-55-43.786,1,0.052,-0.015,1.006,0.1,0,0,18.6,-26.9,-26.8,-0.5,-2.75,0,0
13-55-43.790,1,0.049,-0.011,1.01,0,0,0.2,18.5,-27.2,-26.7,-0.5,-2.75,0,0
13-55-43.796,1,0.049,-0.011,1.014,0,0.1,0,18.5,-27.2,-26.7,-0.5,-2.75,0,0
13-55-43.800,1,0.049,-0.015,1.01,0,0,0,19,-26.9,-26.5,-0.5,-2.75,0,0
13-55-43.805,1,0.045,-0.011,1.01,0,0,0.1,19,-26.9,-26.5,-0.5,-2.75,0,0
13-55-43.811,1,0.048,-0.015,1.006,0.1,-0.1,0.1,18.9,-27.3,-26.6,-0.5,-2.75,0,0
13-55-43.815,1,0.045,-0.007,1.01,0,-0.1,0.1,18.9,-27.3,-26.6,-0.51,-2.75,0,0
13-55-43.820,1,0.045,-0.011,1.013,0,0,0.2,18.4,-27.1,-26.9,-0.51,-2.75,0,0
13-55-43.825,1,0.045,-0.011,1.013,0,0.1,0.1,18.4,-27.1,-26.9,-0.51,-2.75,0,0
13-55-43.830,1,0.045,-0.011,1.006,0,0.1,0,18.7,-27.2,-26.7,-0.51,-2.75,0,0
13-55-43.835,1,0.049,-0.007,1.01,0,0.1,-0.1,18.7,-27.2,-26.7,-0.51,-2.75,0,0
13-55-43.841,1,0.049,-0.007,1.006,0,0.1,0,18.3,-27.4,-26.8,-0.51,-2.75,0,0
13-55-43.845,1,0.045,-0.007,1.017,0,0,0,18.3,-27.4,-26.8,-0.51,-2.74,0,0
13-55-43.850,1,0.045,-0.007,1.006,-0.1,0,0,18.5,-26.9,-26.6,-0.51,-2.74,0,0
13-55-43.855,1,0.045,-0.007,1.006,0,0,0,18.5,-26.9,-26.6,-0.51,-2.74,0,0
13-55-43.860,1,0.045,-0.003,1.01,0,0,0,18.7,-27.2,-26.9,-0.51,-2.74,0,0
13-55-43.865,1,0.049,-0.011,1.01,-0.1,0,0,18.7,-27.2,-26.9,-0.51,-2.74,0,0
13-55-43.869,1,0.049,-0.011,1.017,-0.1,0.1,0,18.6,-27.4,-26.7,-0.51,-2.74,0,0
13-55-43.875,1,0.049,-0.003,1.006,-0.1,0.2,-0.1,18.6,-27.4,-26.7,-0.51,-2.74,0,0
13-55-43.879,1,0.049,-0.007,1.006,0,0.1,-0.1,18.5,-27.1,-27,-0.51,-2.74,0,0
13-55-43.884,1,0.049,-0.007,1.01,0,0,0,18.5,-27.1,-27,-0.5,-2.74,0,0
13-55-43.890,1,0.045,-0.007,1.01,0,-0.3,0,18.3,-27.1,-26.6,-0.5,-2.74,0,0
13-55-43.894,1,0.049,-0.011,1.014,0,-0.2,0.1,18.3,-27.1,-26.6,-0.5,-2.74,0,0
13-55-43.900,1,0.049,-0.007,1.006,0,0,0.1,18.7,-27.4,-26.8,-0.5,-2.74,0,0
13-55-43.904,1,0.052,-0.007,1.006,0,-0.1,0.1,18.7,-27.4,-26.8,-0.5,-2.74,0,0
13-55-43.909,1,0.049,-0.007,1.014,0,-0.3,0,18.6,-26.9,-26.8,-0.5,-2.74,0,0
13-55-43.914,1,0.053,-0.011,1.017,0,0,0,18.6,-26.9,-26.8,-0.5,-2.74,0,0
13-55-43.920,1,0.053,-0.007,1.01,0,0.1,0,18.9,-27.3,-26.9,-0.5,-2.74,0,0
13-55-43.924,1,0.056,-0.007,1.01,0,0.2,0,18.9,-27.3,-26.9,-0.5,-2.74,0,0
13-55-43.930,1,0.048,-0.011,1.002,0,0.1,0,18.5,-27.1,-26.9,-0.5,-2.74,0,0
13-55-43.935,1,0.053,-0.007,1.014,-0.1,0,0,18.5,-27.1,-26.9,-0.5,-2.74,0,0
13-55-43.940,1,0.049,-0.003,1.01,-0.1,0,0,18.5,-27.3,-26.9,-0.5,-2.74,0,0
13-55-43.944,1,0.049,-0.007,1.014,0,0,-0.2,18.5,-27.3,-26.9,-0.5,-2.74,0,0
13-55-43.949,1,0.049,-0.011,1.014,0,0.1,-0.2,18.5,-26.7,-26.8,-0.5,-2.74,0,0
13-55-43.955,1,0.052,-0.007,1.006,0,-0.1,0,18.5,-26.7,-26.8,-0.5,-2.74,0,0
13-55-43.959,1,0.049,-0.007,1.01,0.1,-0.1,0,18.5,-27.3,-26.7,-0.5,-2.74,0,0
13-55-43.965,1,0.045,-0.007,1.01,0,0,0.1,18.5,-27.3,-26.7,-0.5,-2.75,0,0
13-55-43.969,1,0.041,-0.011,1.013,0,0,0,18.5,-27,-26.8,-0.5,-2.75,0,0
13-55-43.977,1,0.041,-0.011,1.009,0,0.4,-0.1,18.5,-27,-26.8,-0.5,-2.74,0,0
13-55-43.980,1,0.049,-0.011,1.014,0,0.1,0,18.1,-26.9,-26.8,-0.5,-2.74,0,0
13-55-43.984,1,0.041,-0.011,1.009,0,0,0,18.1,-26.9,-26.8,-0.5,-2.74,0,0
13-55-43.990,1,0.045,-0.011,1.017,-0.1,0.1,0,18.2,-27.1,-26.8,-0.5,-2.74,0,0
13-55-43.994,1,0.049,-0.007,1.01,-0.1,0.1,0,18.2,-27.1,-26.8,-0.51,-2.73,0,0
13-55-44.000,1,0.048,-0.011,1.002,-0.1,0.2,0,18.4,-27.4,-26.8,-0.51,-2.73,0,0
13-55-44.004,1,0.045,-0.011,1.006,-0.1,0.1,0.1,18.4,-27.4,-26.8,-0.51,-2.73,0,0
13-55-44.009,1,0.049,-0.011,1.014,0,0,0.3,18.5,-27.3,-26.5,-0.51,-2.73,0,0
13-55-44.015,1,0.053,-0.007,1.01,0,0,0.1,18.5,-27.3,-26.5,-0.51,-2.73,0,0
13-55-44.019,1,0.052,-0.007,1.006,0,-0.1,0.1,18.3,-27.1,-27.1,-0.51,-2.73,0,0
13-55-44.025,1,0.049,-0.007,1.006,0,-0.1,0.1,18.3,-27.1,-27.1,-0.51,-2.73,0,0
13-55-44.030,1,0.053,-0.007,1.014,0,0.1,0,18.2,-27.2,-26.5,-0.51,-2.73,0,0
13-55-44.035,1,0.053,-0.015,1.014,0,0.3,0.1,18.2,-27.2,-26.5,-0.51,-2.73,0,0
13-55-44.039,1,0.049,-0.007,1.01,-0.1,0.1,0,18.4,-27.1,-27,-0.51,-2.73,0,0
13-55-44.044,1,0.056,-0.011,1.01,-0.1,0.3,-0.1,18.4,-27.1,-27,-0.51,-2.73,0,0
13-55-44.050,1,0.053,-0.007,1.01,0,0.1,-0.1,18.2,-27.1,-26.8,-0.51,-2.73,0,0
13-55-44.055,1,0.049,-0.007,1.01,0,0.1,0,18.2,-27.1,-26.8,-0.51,-2.73,0,0
13-55-44.060,1,0.045,-0.015,1.01,0,0.3,0,18.2,-27.1,-26.5,-0.51,-2.73,0,0
13-55-44.065,1,0.049,-0.007,1.006,-0.1,0,0,18.2,-27.1,-26.5,-0.51,-2.73,0,0
13-55-44.070,1,0.049,-0.007,1.006,0,0,-0.2,18,-26.9,-27,-0.51,-2.73,0,0
13-55-44.074,1,0.045,-0.011,1.01,0,0,0,18,-26.9,-27,-0.51,-2.73,0,0
13-55-44.080,1,0.049,-0.007,1.01,0.1,0,0,18.2,-27.2,-26.5,-0.51,-2.73,0,0
13-55-44.084,1,0.045,-0.003,1.006,0.1,0.1,0.1,18.2,-27.2,-26.5,-0.51,-2.73,0,0
13-55-44.090,1,0.045,-0.007,1.006,0,0,0.1,18.1,-27.3,-26.8,-0.51,-2.73,0,0
13-55-44.095,1,0.045,-0.011,1.013,0,0,0,18.1,-27.3,-26.8,-0.51,-2.73,0,0
13-55-44.100,1,0.049,-0.007,1.01,0,0,0,18.4,-27.3,-26.5,-0.51,-2.73,0,0
13-55-44.105,1,0.049,-0.003,1.01,0,-0.1,0,18.4,-27.3,-26.5,-0.5,-2.73,0,0
13-55-44.111,1,0.049,-0.007,1.006,-0.1,-0.1,-0.1,18.2,-27.5,-26.5,-0.5,-2.73,0,0
13-55-44.115,1,0.045,-0.007,1.013,0,0,-0.1,18.2,-27.5,-26.5,-0.5,-2.73,0,0
13-55-44.121,1,0.049,-0.007,1.01,-0.1,0.1,0,18.2,-27.7,-26.6,-0.5,-2.73,0,0
13-55-44.125,1,0.049,-0.007,1.006,0,0,0,18.2,-27.7,-26.6,-0.5,-2.73,0,0
13-55-44.130,1,0.049,-0.011,1.01,0,-0.1,0,18.3,-27.5,-26.4,-0.5,-2.73,0,0
13-55-44.136,1,0.045,-0.011,1.01,0,-0.3,0,18.3,-27.5,-26.4,-0.5,-2.73,0,0
13-55-44.141,1,0.045,-0.011,1.002,0,-0.1,-0.1,18.4,-27.2,-26.9,-0.5,-2.73,0,0
13-55-44.145,1,0.052,-0.015,1.002,0,0,0,18.4,-27.2,-26.9,-0.5,-2.73,0,0
13-55-44.150,1,0.053,-0.011,1.01,0,0.1,0.1,18.3,-27,-27,-0.5,-2.73,0,0
13-55-44.155,1,0.045,-0.015,1.013,0,0,0,18.3,-27,-27,-0.5,-2.73,0,0
13-55-44.160,1,0.049,-0.011,1.01,0,-0.1,-0.1,18.4,-26.9,-26.9,-0.5,-2.73,0,0
13-55-44.165,1,0.052,-0.011,1.006,0.1,-0.1,0,18.4,-26.9,-26.9,-0.51,-2.73,0,0
13-55-44.169,1,0.049,-0.011,1.01,0,-0.1,0,18.5,-27.1,-26.8,-0.5,-2.74,0,0
13-55-44.176,1,0.049,-0.011,1.014,0,-0.1,0.1,18.5,-27.1,-26.8,-0.51,-2.74,0,0
13-55-44.180,1,0.049,-0.007,1.01,0,0,-0.1,18.5,-26.9,-26.6,-0.51,-2.74,0,0
13-55-44.186,1,0.049,-0.011,1.014,0,0.1,0,18.5,-26.9,-26.6,-0.51,-2.74,0,0
13-55-44.190,1,0.053,-0.007,1.014,0,0,0.1,18.6,-27,-26.8,-0.51,-2.74,0,0
13-55-44.195,1,0.049,-0.011,1.01,0,0,0,18.6,-27,-26.8,-0.51,-2.74,0,0
13-55-44.200,1,0.048,-0.011,1.002,0,0.1,-0.2,18.5,-27.3,-27,-0.51,-2.74,0,0
13-55-44.205,1,0.045,-0.007,1.01,-0.1,0.2,0,18.5,-27.3,-27,-0.51,-2.74,0,0
13-55-44.211,1,0.045,-0.007,1.017,-0.1,0.1,0.1,18.5,-27.6,-27.1,-0.51,-2.74,0,0
13-55-44.215,1,0.049,-0.011,1.006,0,0,0,18.5,-27.6,-27.1,-0.51,-2.74,0,0
13-55-44.220,1,0.045,-0.007,1.006,0,-0.1,0,18.3,-27.2,-26.9,-0.51,-2.74,0,0
13-55-44.225,1,0.049,-0.007,1.01,-0.1,-0.1,0,18.3,-27.2,-26.9,-0.51,-2.74,0,0
13-55-44.230,1,0.045,-0.007,1.013,-0.1,0,0,18.1,-27.1,-26.8,-0.51,-2.74,0,0
13-55-44.235,1,0.045,-0.003,1.013,0,0.1,0,18.1,-27.1,-26.8,-0.51,-2.74,0,0
13-55-44.240,1,0.049,-0.007,1.006,0,0,0,18.4,-27.3,-26.9,-0.51,-2.74,0,0
13-55-44.244,1,0.045,-0.003,1.01,0,0,0.2,18.4,-27.3,-26.9,-0.51,-2.73,0,0
13-55-44.249,1,0.053,-0.007,1.014,-0.1,0.1,0.1,18.6,-27.2,-26.6,-0.51,-2.73,0,0
13-55-44.254,1,0.049,-0.007,1.01,-0.1,0,0,18.6,-27.2,-26.6,-0.5,-2.73,0,0
13-55-44.260,1,0.045,-0.007,1.01,0,-0.2,-0.1,18.3,-27.1,-26.9,-0.51,-2.73,0,0
13-55-44.264,1,0.049,-0.007,1.006,0,-0.1,0,18.3,-27.1,-26.9,-0.5,-2.73,0,0
13-55-44.270,1,0.049,-0.007,1.01,0,0,0,18.1,-27.3,-26.9,-0.5,-2.73,0,0
13-55-44.274,1,0.049,-0.007,1.01,-0.1,0,0,18.1,-27.3,-26.9,-0.5,-2.73,0,0
13-55-44.279,1,0.045,-0.007,1.006,0,0,0,18.6,-27.1,-26.8,-0.5,-2.73,0,0
13-55-44.284,1,0.049,-0.011,1.006,-0.1,0,-0.1,18.6,-27.1,-26.8,-0.5,-2.73,0,0
13-55-44.289,1,0.045,-0.007,1.013,-0.1,0.1,0,18.3,-27.3,-27,-0.5,-2.73,0,0
13-55-44.295,1,0.045,-0.011,1.006,0,0,-0.2,18.3,-27.3,-27,-0.51,-2.73,0,0
13-55-44.299,1,0.049,-0.007,1.006,0,-0.1,0,18.1,-27.6,-27,-0.51,-2.73,0,0
13-55-44.304,1,0.045,-0.011,1.01,0,-0.1,0,18.1,-27.6,-27,-0.51,-2.73,0,0
13-55-44.310,1,0.049,-0.011,1.014,-0.1,-0.1,0,18.5,-27.1,-26.8,-0.51,-2.73,0,0
13-55-44.314,1,0.049,-0.011,1.014,-0.1,0,0,18.5,-27.1,-26.8,-0.51,-2.73,0,0
13-55-44.319,1,0.049,-0.007,1.01,0,0,0,18.6,-27.2,-27,-0.51,-2.73,0,0
13-55-44.325,1,0.053,-0.007,1.014,0,0,0,18.6,-27.2,-27,-0.51,-2.73,0,0
13-55-44.329,1,0.049,-0.011,1.014,0,-0.1,0.1,18.2,-27,-27.2,-0.51,-2.73,0,0
13-55-44.334,1,0.045,-0.007,1.006,0,-0.1,0,18.2,-27,-27.2,-0.51,-2.74,0,0
13-55-44.340,1,0.053,-0.007,1.01,0,-0.2,0,18.4,-27.1,-26.9,-0.51,-2.74,0,0
13-55-44.345,1,0.044,-0.015,1.002,0,-0.1,0,18.4,-27.1,-26.9,-0.51,-2.74,0,0
13-55-44.349,1,0.049,-0.007,1.017,0,0,0,18.4,-27.3,-27.1,-0.51,-2.74,0,0
13-55-44.355,1,0.049,-0.007,1.014,-0.1,0.1,0,18.4,-27.3,-27.1,-0.51,-2.74,0,0
13-55-44.359,1,0.049,-0.007,1.01,0,0,0,18.4,-27.1,-27,-0.51,-2.74,0,0
13-55-44.365,1,0.049,-0.007,1.006,0,-0.1,0,18.4,-27.1,-27,-0.51,-2.74,0,0
13-55-44.370,1,0.049,-0.007,1.01,-0.1,0,0,18.4,-27.3,-27.2,-0.51,-2.74,0,0
13-55-44.375,1,0.045,-0.003,1.013,-0.1,0,-0.2,18.4,-27.3,-27.2,-0.51,-2.73,0,0
13-55-44.380,1,0.045,-0.011,1.006,-0.1,-0.1,0,18.4,-27.4,-27.3,-0.52,-2.74,0,0
13-55-44.385,1,0.053,-0.003,1.01,0,-0.1,0,18.4,-27.4,-27.3,-0.51,-2.74,0,0
13-55-44.390,1,0.045,-0.007,1.01,0,0,0,18.5,-27.1,-27.1,-0.51,-2.74,0,0
13-55-44.394,1,0.049,-0.003,1.01,0,0,-0.1,18.5,-27.1,-27.1,-0.51,-2.74,0,0
13-55-44.400,1,0.049,-0.011,1.01,0,0.1,0,18,-27.8,-27.2,-0.51,-2.74,0,0
13-55-44.405,1,0.049,-0.007,1.01,0,0.1,0,18,-27.8,-27.2,-0.51,-2.73,0,0
13-55-44.410,1,0.045,-0.007,1.006,0,0,0,18.4,-27.5,-27.2,-0.51,-2.73,0,0
13-55-44.417,1,0.053,-0.011,1.01,0,0,0,18.4,-27.5,-27.2,-0.51,-2.74,0,0
13-55-44.420,1,0.045,-0.007,1.01,0,-0.2,0,18.7,-27.4,-27.1,-0.51,-2.74,0,0
13-55-44.425,1,0.045,-0.007,1.01,0.1,-0.2,0,18.7,-27.4,-27.1,-0.51,-2.74,0,0
13-55-44.430,1,0.049,-0.003,1.01,0,-0.1,0,18.2,-27.3,-27,-0.51,-2.74,0,0
13-55-44.436,1,0.049,-0.011,1.014,0,0,0,18.2,-27.3,-27,-0.51,-2.74,0,0
13-55-44.442,1,0.049,-0.015,1.01,0,0,0.1,18.2,-27.4,-27,-0.51,-2.74,0,0
13-55-44.446,1,0.049,-0.007,1.01,-0.1,0,0,18.2,-27.4,-27,-0.51,-2.74,0,0
13-55-44.449,1,0.049,-0.007,1.006,0,-0.1,0,18.4,-27.1,-26.8,-0.51,-2.74,0,0
13-55-44.455,1,0.049,-0.011,1.014,0.1,-0.1,0,18.4,-27.1,-26.8,-0.51,-2.74,0,0
13-55-44.460,1,0.049,-0.011,1.01,0.1,0,0,18.6,-27.4,-26.9,-0.51,-2.74,0,0
13-55-44.465,1,0.048,-0.015,1.006,0,-0.1,-0.1,18.6,-27.4,-26.9,-0.51,-2.74,0,0
13-55-44.470,1,0.041,-0.011,1.006,0,0,0,18.3,-27.2,-26.4,-0.51,-2.74,0,0
13-55-44.475,1,0.045,-0.011,1.01,0.1,0,0,18.3,-27.2,-26.4,-0.52,-2.74,0,0
13-55-44.480,1,0.045,-0.003,1.01,0,-0.1,0,18.4,-27.5,-26.9,-0.51,-2.74,0,0
13-55-44.485,1,0.049,-0.011,1.01,0,-0.1,0,18.4,-27.5,-26.9,-0.52,-2.74,0,0
13-55-44.490,1,0.045,-0.007,1.01,0,0.2,-0.1,18.4,-27.4,-27.2,-0.52,-2.74,0,0
13-55-44.495,1,0.049,-0.007,1.014,-0.1,0.3,0,18.4,-27.4,-27.2,-0.52,-2.74,0,0
13-55-44.500,1,0.045,-0.007,1.006,-0.1,0,-0.1,18.9,-27.1,-27.1,-0.52,-2.74,0,0
13-55-44.506,1,0.052,-0.007,1.002,0,0,0,18.9,-27.1,-27.1,-0.52,-2.74,0,0
13-55-44.510,1,0.052,-0.007,1.006,0,0.1,0,18.5,-27,-26.7,-0.52,-2.73,0,0
13-55-44.515,1,0.049,-0.007,1.014,0,0,0,18.5,-27,-26.7,-0.52,-2.74,0,0
13-55-44.520,1,0.049,-0.007,1.006,-0.1,0,0,18.3,-27.2,-27.1,-0.52,-2.74,0,0
13-55-44.526,1,0.049,-0.011,1.014,0,-0.1,0,18.3,-27.2,-27.1,-0.52,-2.74,0,0
13-55-44.530,1,0.049,-0.007,1.01,0,0,0,18.6,-27.3,-26.7,-0.52,-2.74,0,0
13-55-44.535,1,0.053,-0.007,1.014,0,0.1,0,18.6,-27.3,-26.7,-0.52,-2.74,0,0
13-55-44.541,1,0.049,-0.007,1.017,0,0.1,-0.1,18.4,-27.3,-27,-0.52,-2.74,0,0
13-55-44.545,1,0.049,-0.007,1.01,0,0.1,0,18.4,-27.3,-27,-0.51,-2.74,0,0
13-55-44.550,1,0.049,-0.007,1.01,0,0.1,0,18.6,-27.7,-27,-0.51,-2.74,0,0
13-55-44.555,1,0.049,-0.007,1.01,0,-0.1,0,18.6,-27.7,-27,-0.51,-2.74,0,0
13-55-44.561,1,0.045,-0.007,1.01,0,-0.1,0,18.3,-27.7,-27,-0.51,-2.74,0,0
13-55-44.566,1,0.049,-0.011,1.01,0,0,0.1,18.3,-27.7,-27,-0.51,-2.74,0,0
13-55-44.570,1,0.049,-0.011,1.006,0,0,0.2,18.7,-27.9,-27.2,-0.51,-2.74,0,0
13-55-44.575,1,0.045,-0.007,1.006,0,0,0.1,18.7,-27.9,-27.2,-0.51,-2.74,0,0
13-55-44.580,1,0.049,-0.011,1.01,0,0,0,18.7,-27.6,-27.1,-0.51,-2.74,0,0
13-55-44.585,1,0.049,-0.011,1.01,0,0,0,18.7,-27.6,-27.1,-0.51,-2.74,0,0
13-55-44.590,1,0.049,-0.007,1.006,-0.1,0,0,18.2,-27.3,-26.8,-0.51,-2.74,0,0
13-55-44.595,1,0.045,-0.015,1.01,0,0.1,0,18.2,-27.3,-26.8,-0.51,-2.74,0,0
13-55-44.601,1,0.045,-0.011,1.013,0,0.1,0,18.5,-27.2,-26.8,-0.51,-2.74,0,0
13-55-44.605,1,0.049,-0.003,1.01,0,0.1,0.1,18.5,-27.2,-26.8,-0.51,-2.74,0,0
13-55-44.610,1,0.049,-0.007,1.01,-0.1,0,0,18.5,-27.2,-26.8,-0.51,-2.74,0,0
13-55-44.614,1,0.045,-0.007,1.006,0,0,0,18.5,-27.2,-26.8,-0.51,-2.74,0,0
13-55-44.621,1,0.053,-0.011,1.01,0,0,0,18.5,-27.4,-27.2,-0.51,-2.74,0,0
